benchmark,scenario,noise_ratio,samples_per_client,num_clients,seed,method,exact_recovery,term_precision,term_recall,test_nmse,train_mse,spurious_accepted,exception_recovered,runtime_seconds,communication_bytes,search_evaluations,discovered_terms,expression,stop_reason
base,spurious,0.03,300,4,9004,centralized-residual-counterexample-gp,0.0,0.3333333333333333,0.3333333333333333,0.002100200050618774,0.02335900183400465,0.0,1.0,0.8368060369999739,0,1560,"expr:add(cos(x3),cos(x3));expr:add(sin(x2),x1);x1",1.354 - 0.7306*(cos(x3)+cos(x3)) + 0.9993*(sin(x2)+x1) + 0.9977*x1,generation budget reached
base,spurious,0.03,300,4,9005,fedfalsify-v05,1.0,1.0,1.0,7.714659250768961e-07,0.007527004536516913,0.0,1.0,0.2977977609999698,238650,5,sin(x2);x1;x3^2,-0.0009211 + 1.999·x₁ + 0.501·x₃² + 0.9975·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.03,300,4,9005,centralized-tree-gp,0.0,0.0,0.0,7.686983573409572e-07,0.007525765927427619,0.0,1.0,0.9043770299999778,0,1623,"expr:add(sin(x1),sin(x2));expr:add(sin(x1),square(x3));expr:add(sin(x2),x1);expr:add(x1,x1)",-0.0009518 - 0.5045*(sin(x1)+sin(x2)) + 0.5009*(sin(x1)+(x3)^2) + 1.502*(sin(x2)+x1) + 0.2495*(x1+x1),generation budget reached
base,spurious,0.03,300,4,9005,federated-tree-gp-style,0.0,0.0,0.0,7.686983573400038e-07,0.007525765927427619,0.0,1.0,1.5259020099999816,674432,1623,"expr:add(sin(x1),sin(x2));expr:add(sin(x1),square(x3));expr:add(sin(x2),x1);expr:add(x1,x1)",-0.0009518 - 0.5045*(sin(x1)+sin(x2)) + 0.5009*(sin(x1)+(x3)^2) + 1.502*(sin(x2)+x1) + 0.2495*(x1+x1),generation budget reached
base,spurious,0.03,300,4,9005,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.0005324788731171847,0.010448176213525954,0.0,1.0,0.9732938920000151,0,1625,"expr:add(cos(x3),square(x3));expr:add(sin(x2),x1);expr:add(x1,x1)",-0.6972 + 0.7577*(cos(x3)+(x3)^2) + 0.9967*(sin(x2)+x1) + 0.5008*(x1+x1),generation budget reached
base,spurious,0.1,300,4,9001,fedfalsify-v05,1.0,1.0,1.0,4.836446399485759e-06,0.08942828742806519,0.0,1.0,0.44319282699996165,237839,5,sin(x2);x1;x3^2,-0.00419 + 1.996·x₁ + 0.5012·x₃² + 1.002·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
base,spurious,0.1,300,4,9001,centralized-tree-gp,0.0,0.3333333333333333,0.3333333333333333,4.836446388694421e-06,0.0894282874280652,0.0,1.0,1.3591010949999145,0,1583,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.00419 + 1.002*(sin(x2)+x1) + 0.5012*((x3)^2+x1) + 0.4925*x1,generation budget reached
base,spurious,0.1,300,4,9001,federated-tree-gp-style,0.0,0.3333333333333333,0.3333333333333333,4.836446388698586e-06,0.0894282874280652,0.0,1.0,1.7023718479999843,614272,1583,"expr:add(sin(x2),x1);expr:add(square(x3),x1);x1",-0.00419 + 1.002*(sin(x2)+x1) + 0.5012*((x3)^2+x1) + 0.4925*x1,generation budget reached
base,spurious,0.1,300,4,9001,centralized-residual-counterexample-gp,0.0,0.0,0.0,0.0028986212921678026,0.11609672867887,0.0,1.0,1.310926393999921,0,1559,"expr:add(sin(x2),x1);expr:add(x1,x1);expr:square(mul(sin(x3),square(x3)))",0.2288 + 1.007*(sin(x2)+x1) + 0.4945*(x1+x1) + 0.1512*((sin(x3)*(x3)^2))^2,generation budget reached
base,spurious,0.1,300,4,9002,fedfalsify-v05,1.0,1.0,1.0,5.9331316464775485e-05,0.08900682861628831,0.0,1.0,0.4902107599999681,505762,5,sin(x2);x1;x3^2,-0.005224 + 1.984·x₁ + 0.5029·x₃² + 0.9962·sin(x₂),target federated MSE reached; no replacement passed the federated certificate
